"","Country","Year","Nuts2","not_stated","sometimes","total","never","usually","somet_usual"
"1745","AT",2016,"AT22",66.263,592.012,463.623,NA,62.125,654.137
"1746","AT",2016,"AT32",30.491,277.306,215.414,NA,31.402,308.708
"1747","AT",2016,"AT13",123.247,830.734,628.528,NA,78.958,909.692
"1748","AT",2016,"AT31",85.063,744.815,586.816,NA,72.936,817.751
"1749","AT",2016,"AT11",15.089,133.385,104.609,NA,13.688,147.073
"1750","AT",2016,"AT12",108.384,804.371,606.217,NA,89.77,894.141
"1751","AT",2016,"AT33",40.301,377.346,298.175,NA,38.871,416.217
"1752","PL",2016,"PL41",124.976,1553.354,1329.759,NA,98.618,1651.972
"1753","PL",2016,"PL22",152.886,1867.842,1626.428,NA,88.528,1956.37
"1754","PL",2016,"PL43",29.087,426.883,377.561,NA,20.234,447.117
"1755","PL",2016,"PL42",37.028,672.927,600.278,NA,35.622,708.549
"1756","PL",2016,"PL92",104.392,1087.851,926.458,NA,57,1144.851
"1757","PL",2016,"PL91",240.601,1368.858,1020.363,NA,107.894,1476.752
"1758","PL",2016,"PL84",72.583,480.697,374.719,NA,33.396,514.093
"1759","PL",2016,"PL82",96.599,830.671,696.29,NA,37.782,868.453
"1760","PL",2016,"PL81",85.826,865.849,725.166,NA,54.857,920.706
"1761","PL",2016,"PL72",19.025,512.897,482.652,NA,11.219,524.116
"1762","PL",2016,"PL71",64.79,1103.489,968.351,NA,70.347,1173.836
"1763","PL",2016,"PL63",114.524,985.881,811.911,NA,59.445,1045.326
"1764","PL",2016,"PL62",31.688,546.669,484.469,NA,30.512,577.181
"1765","PL",2016,"PL61",104.31,851.896,707.954,NA,39.633,891.529
"1766","PL",2016,"PL51",99.073,1237.286,1081.86,NA,56.353,1293.639
"1767","PL",2016,"PL21",153.535,1406.949,1167.516,NA,85.898,1492.847
"1768","PL",2016,"PL52",12.433,396.079,379.247,NA,NA,NA
"1769","PT",2016,"PT11",101.33,1591.882,1396.639,NA,93.913,1685.795
"1770","PT",2016,"PT15",15.315,209.802,181.908,NA,12.579,222.381
"1771","PT",2016,"PT17",140.534,1257.562,1024.829,NA,92.2,1349.762
"1772","PT",2016,"PT18",17.253,301.15,268.698,NA,15.199,316.349
"1773","PT",2016,"PT20",6.455,105.373,93.601,NA,5.317,110.69
"1774","PT",2016,"PT30",7.538,113.247,98.12,NA,7.589,120.836
"1775","PT",2016,"PT16",77.073,1039.1,892.224,NA,69.803,1108.903
"1776","RO",2016,"RO11",NA,1149.191,1140.926,NA,NA,NA
"1777","RO",2016,"RO12",6.939,922.369,911.651,NA,NA,NA
"1778","RO",2016,"RO21",NA,1570.486,1564.453,NA,NA,NA
"1779","RO",2016,"RO22",NA,955.996,950.075,NA,NA,NA
"1780","RO",2016,"RO31",NA,1247.339,1239.665,NA,NA,NA
"1781","RO",2016,"RO32",NA,1102.542,1090.498,NA,6.763,1109.305
"1782","RO",2016,"RO41",NA,787.159,782.329,NA,NA,NA
"1783","RO",2016,"RO42",NA,713.694,706.425,NA,NA,NA
"1784","SI",2016,"SI03",34.565,476.482,405.241,NA,36.676,513.158
"1785","SI",2016,"SI04",57.82,438.526,347.156,NA,33.55,472.076
"1786","SK",2016,"SK01",45.474,333.682,260.502,4.602,23.103,356.785
"1787","SK",2016,"SK02",39.648,880.821,806.629,9.274,25.27,906.091
"1788","SK",2016,"SK03",23.096,608.766,558.319,5.236,22.114,630.88
"1789","SK",2016,"SK04",17.298,668.849,636.599,4.233,10.719,679.568
"1790","FI",2016,"FI19",85.018,597.904,439.761,4.159,68.966,666.87
"1791","FI",2016,"FI1B",168.061,802.508,518.897,4.952,110.598,913.106
"1792","FI",2016,"FI1C",59.502,498.392,375.726,2.737,60.427,558.819
"1793","FI",2016,"FI1D",59.863,533.486,412.483,2.701,58.439,591.925
"1794","FI",2016,"FI20",NA,15.805,12.71,NA,NA,NA
"1795","SE",2016,"SE33",56.561,255.731,186.889,NA,12.063,267.794
"1796","SE",2016,"SE32",40.287,175.076,125.868,NA,8.878,183.954
"1797","SE",2016,"SE31",84.854,387.702,281.381,NA,20.879,408.581
"1798","SE",2016,"SE22",180.129,700.963,473.961,NA,45.926,746.889
"1799","SE",2016,"SE21",83.819,410.455,305.419,NA,20.982,431.437
"1800","SE",2016,"SE23",255.8,991.194,684.339,NA,50.193,1041.387
"1801","SE",2016,"SE12",196.107,790.925,550.047,NA,44.026,834.951
"1802","SE",2016,"SE11",412.948,1197.8,702.91,1.074,80.835,1278.635
"1803","UK",2016,"UKD7",97.187,678.866,558.529,NA,20.871,699.737
"1804","UK",2016,"UKD6",86.598,436.259,331.004,NA,17.415,453.674
"1805","UK",2016,"UKE1",85.975,440.968,337.061,NA,14.795,455.763
"1806","UK",2016,"UKD4",144.409,715.311,530.237,NA,38.364,753.675
"1807","UK",2016,"UKD3",257.834,1313.187,1011.083,NA,41.423,1354.61
"1808","UK",2016,"UKD1",36.6,248.021,194.137,NA,17.284,265.305
"1809","UK",2016,"UKC2",59.352,670.3,589.163,NA,18.935,689.235
"1810","UK",2016,"UKC1",64.781,532.049,451.959,NA,13.34,545.389
"1811","UK",2016,"UKE2",93.953,412.604,296.411,NA,20.079,432.683
"1812","UK",2016,"UKE3",124.404,621.694,481.25,NA,13.254,634.948
"1813","UK",2016,"UKE4",188.82,1083.714,847.994,NA,41.092,1124.806
"1814","UK",2016,"UKF1",216.427,1061.347,799.857,NA,42.236,1103.583
"1815","UK",2016,"UKF2",159.721,872.697,680.651,NA,30.888,903.585
"1816","UK",2016,"UKF3",74.555,347.892,256.072,NA,14.205,362.097
"1817","UK",2016,"UKG1",101.367,656.171,512.845,NA,41.958,698.129
"1818","UK",2016,"UKG2",126.707,789.761,632.191,NA,27.532,817.293
"1819","UK",2016,"UKG3",134.044,1229.105,1058.185,NA,33.277,1262.382
"1820","UK",2016,"UKH1",231.506,1211.999,906.696,NA,68.653,1280.652
"1821","UK",2016,"UKH2",177.954,929.352,704.458,NA,46.127,975.479
"1822","UK",2016,"UKH3",175.968,838.351,624.521,NA,34.622,872.973
"1823","UK",2016,"UKI3",184.366,638.569,411.983,NA,41.306,679.875
"1824","UK",2016,"UKI4",275.692,1227.58,900.066,NA,46.026,1273.606
"1825","UK",2016,"UKI5",145.259,925.34,737.387,NA,41.527,966.867
"1826","UK",2016,"UKI6",168.764,652.133,441.184,NA,40.324,692.457
"1827","UK",2016,"UKI7",229.503,1054.01,755.82,NA,64.895,1118.905
"1828","UK",2016,"UKJ1",285.097,1259.916,890.657,NA,79.071,1338.987
"1829","UK",2016,"UKJ2",423.062,1443.163,919.25,NA,99.581,1542.744
"1830","UK",2016,"UKJ3",194.851,957.259,700.516,NA,55.224,1012.483
"1831","UK",2016,"UKJ4",178.643,863.789,636.253,NA,47.944,911.733
"1832","UK",2016,"UKK1",319.786,1242.703,849.552,NA,73.365,1316.068
"1833","UK",2016,"UKK2",130.779,622.867,458.157,NA,27.631,650.498
"1834","UK",2016,"UKK3",57.297,268.036,184.361,NA,25.229,293.265
"1835","UK",2016,"UKK4",133.434,561.409,393.554,NA,32.417,593.826
"1836","UK",2016,"UKL1",152.34,892.322,703.502,NA,29.47,921.792
"1837","UK",2016,"UKL2",111.519,536.148,401.196,NA,19.654,555.802
"1838","UK",2016,"UKM5",37.367,268.073,224.534,NA,NA,NA
"1839","UK",2016,"UKM6",29.948,200.664,147.294,NA,20.788,221.452
"1840","UK",2016,"UKM7",166.701,928.678,717.174,NA,40.214,968.892
"1841","UK",2016,"UKM8",89.771,715.446,593.313,NA,31.279,746.725
"1842","UK",2016,"UKM9",66.884,480.624,396.148,NA,17.592,498.216
"1843","UK",2016,"UKN0",116.755,846.129,690.128,12.924,26.321,872.45
"1844","BE",2015,"BE23",87.949,655.482,490.249,26.318,50.966,706.448
"1845","BE",2015,"BE33",40.777,404.689,317.741,13.281,32.889,437.578
"1846","BE",2015,"BE31",35.346,163.257,100.566,6.861,20.483,183.74
"1847","BE",2015,"BE22",42.889,364.793,276.795,13.128,31.98,396.773
"1848","BE",2015,"BE32",37.605,463.17,368.775,20.527,36.264,499.434
"1849","BE",2015,"BE35",21.86,185.308,140.492,8.655,14.301,199.609
"1850","BE",2015,"BE10",71.591,434.608,316.113,13.153,33.751,468.359
"1851","BE",2015,"BE34",9.278,113.105,89.99,3.246,10.591,123.696
"1852","BE",2015,"BE25",72.64,512.743,381.306,15.258,43.539,556.282
"1853","BE",2015,"BE21",116.417,764.749,573.037,26.658,48.638,813.387
"1854","BE",2015,"BE24",85.929,489.717,344.897,13.981,44.911,534.628
"1855","BG",2015,"BG32",NA,327.947,324.287,NA,NA,NA
"1856","BG",2015,"BG33",NA,405.836,403.509,NA,NA,NA
"1857","BG",2015,"BG31",NA,280.449,276.16,NA,NA,NA
"1858","BG",2015,"BG34",NA,420.554,416.731,NA,NA,NA
"1859","BG",2015,"BG41",6.377,999.596,991.612,NA,NA,NA
"1860","BG",2015,"BG42",6.768,597.477,589.545,NA,NA,NA
"1861","CZ",2015,"CZ08",16.495,550.857,519.29,NA,15.072,565.929
"1862","CZ",2015,"CZ07",20.143,570.217,530.057,NA,20.017,590.234
"1863","CZ",2015,"CZ06",46.913,805.911,725.864,NA,33.133,839.044
"1864","CZ",2015,"CZ05",31.296,714.775,654.316,NA,29.163,743.938
"1865","CZ",2015,"CZ03",14.749,590.92,562.238,NA,13.934,604.854
"1866","CZ",2015,"CZ02",23.439,649.212,594.292,NA,31.48,680.692
"1867","CZ",2015,"CZ01",39.229,649.648,579.053,NA,31.367,681.015
"1868","CZ",2015,"CZ04",17.944,510.364,477.528,NA,14.395,524.759
"1869","DK",2015,"DK01",204.868,897.667,599.485,NA,93.314,990.981
"1870","DK",2015,"DK02",61.719,369.577,273.941,NA,33.917,403.494
"1871","DK",2015,"DK03",84.916,552.433,420.399,NA,47.118,599.551
"1872","DK",2015,"DK04",102.6,614.486,455.419,NA,56.467,670.953
"1873","DK",2015,"DK05",39.225,274.865,212.423,NA,23.217,298.082
"1874","DE",2015,"DED5",38.801,487.136,432.919,NA,15.416,502.552
"1875","DE",2015,"DED2",51.605,762.787,695.024,NA,16.158,778.945
"1876","DE",2015,"DEB3",74.217,988.618,867.237,NA,46.363,1034.981
"1877","DE",2015,"DEB2",15.362,274.551,247.745,NA,11.444,285.995
"1878","DE",2015,"DEB1",47.402,732.29,655.958,NA,28.469,760.759
"1879","DE",2015,"DEA4",67.862,989.136,890.54,NA,30.03,1019.166
"1880","DE",2015,"DE92",70.418,1021.04,915.109,NA,35.179,1056.219
"1881","DE",2015,"DEA3",84.749,1244.881,1112.322,NA,46.661,1291.542
"1882","DE",2015,"DE94",73.755,1214.652,1082.875,NA,57.695,1272.347
"1883","DE",2015,"DE93",61.167,845.628,745.906,NA,38.187,883.815
"1884","DE",2015,"DE80",38.094,743.832,683.648,NA,19.798,763.63
"1885","DE",2015,"DE73",41.785,599.369,531.589,NA,25.996,625.365
"1886","DE",2015,"DE60",110.457,911.319,766.595,NA,32.407,943.726
"1887","DE",2015,"DE27",81.204,940.659,822.658,NA,36.117,976.776
"1888","DE",2015,"DE26",53.754,678.641,600.644,NA,23.889,702.53
"1889","DE",2015,"DE22",36.151,641.494,572.494,NA,31.039,672.533
"1890","DE",2015,"DE21",309.816,2438.995,2013.028,NA,111.383,2550.378
"1891","DE",2015,"DE14",82.787,951.24,832.651,NA,34.571,985.811
"1892","DE",2015,"DE13",99.685,1165.169,1020.586,NA,43.748,1208.917
"1893","DE",2015,"DE12",132.576,1402.927,1220.065,NA,49.702,1452.629
"1894","DE",2015,"DE11",197.709,2121.921,1840.067,NA,81.922,2203.843
"1895","DE",2015,"DE24",43.258,537.014,468.828,NA,24.05,561.064
"1896","DE",2015,"DE23",31.862,581.87,529.985,NA,19.513,601.383
"1897","DE",2015,"DE30",193.197,1656.153,1396.552,NA,66.404,1722.557
"1898","DE",2015,"DE71",214.678,1940.371,1654.152,NA,71.432,2011.803
"1899","DE",2015,"DE50",20.104,304.388,276.427,NA,7.135,311.523
"1900","DE",2015,"DE91",45.833,754.146,685.057,NA,21.791,775.937
"1901","DE",2015,"DE25",63.037,880.75,789.536,NA,26.397,907.147
"1902","DE",2015,"DE40",70.412,1201.834,1099.495,NA,31.926,1233.76
"1903","DE",2015,"DE72",46.08,508.362,442.025,NA,20.257,528.619
"1904","DE",2015,"DEA1",171.163,2387.934,2141.705,NA,72.204,2460.138
"1905","DE",2015,"DEA2",159.741,2071.362,1827.995,NA,79.982,2151.344
"1906","DE",2015,"DEA5",100.884,1648.325,1497.93,NA,45.093,1693.418
"1907","DE",2015,"DEC0",21.698,459.284,422.794,NA,14.563,473.847
"1908","DE",2015,"DED4",34.263,686.842,639.04,NA,13.539,700.381
"1909","DE",2015,"DEE0",50.625,1040.198,969.748,NA,18.003,1058.201
"1910","DE",2015,"DEF0",122.118,1363.701,1169.724,NA,68.317,1432.018
"1911","DE",2015,"DEG0",57.525,1029.905,948.134,NA,24.246,1054.151
"1912","EE",2015,"EE00",47.6,632.764,550.33,NA,34.835,667.599
"1913","IE",2015,"IE06",103.625,1024.701,881.353,2.812,36.911,1061.612
"1914","IE",2015,"IE05",66.543,675.525,577.209,NA,30.257,705.782
"1915","IE",2015,"IE04",29.256,356.701,310.449,NA,16.281,372.982
"1916","EL",2015,"EL43",1.929,209.134,205.199,NA,2.006,211.14
"1917","EL",2015,"EL42",2.151,132.339,126.17,NA,4.018,136.357
"1918","EL",2015,"EL51",7.023,197.901,182.114,NA,8.764,206.665
"1919","EL",2015,"EL41",NA,64.967,64.221,NA,NA,NA
"1920","EL",2015,"EL54",2.813,105.272,101.126,NA,1.332,106.604
"1921","EL",2015,"EL61",1.75,229.766,227.832,NA,NA,NA
"1922","EL",2015,"EL65",2.437,193.237,188.036,NA,2.764,196.001
"1923","EL",2015,"EL64",2.941,181.007,175.691,NA,2.375,183.382
"1924","EL",2015,"EL52",19.679,600.756,569.503,NA,11.574,612.33
"1925","EL",2015,"EL53",1.347,81.243,78.649,NA,NA,NA
"1926","EL",2015,"EL30",54.574,1335.896,1228.214,NA,53.108,1389.004
"1927","EL",2015,"EL62",3.701,72.984,68.246,NA,NA,NA
"1928","EL",2015,"EL63",8.394,206.191,192.08,NA,5.718,211.909
"1929","ES",2015,"ES11",27.414,1017.018,945.91,10.893,33.664,1050.682
"1930","ES",2015,"ES64",NA,23.046,22.018,NA,NA,NA
"1931","ES",2015,"ES70",19.457,787.641,729.881,7.149,31.582,819.223
"1932","ES",2015,"ES43",9.267,356.832,332.638,2.047,13.149,369.981
"1933","ES",2015,"ES12",8.388,376.153,343.21,3.068,21.851,398.004
"1934","ES",2015,"ES21",26.641,875.912,814.495,6.968,27.853,903.765
"1935","ES",2015,"ES30",119.102,2810.455,2509.976,52.532,129.981,2940.436
"1936","ES",2015,"ES62",17.397,529.361,488.134,6.38,18.756,548.117
"1937","ES",2015,"ES41",28.504,938.657,865.995,6.426,37.968,976.625
"1938","ES",2015,"ES42",20.302,728.841,671.083,7.609,30.12,758.961
"1939","ES",2015,"ES13",7.171,227.993,209.942,NA,8.673,236.666
"1940","ES",2015,"ES51",49.023,3077.002,2969.904,3.886,55.66,3132.662
"1941","ES",2015,"ES23",3.832,130.448,122.001,NA,3.346,133.794
"1942","ES",2015,"ES52",73.509,1873.003,1713.658,11.618,74.218,1947.221
"1943","ES",2015,"ES63",NA,27.338,26.084,NA,NA,NA
"1944","ES",2015,"ES53",7.868,509.135,496.342,NA,5.708,514.843
"1945","ES",2015,"ES61",67.615,2767.94,2565.54,16.59,117.137,2885.077
"1946","ES",2015,"ES22",6.147,264.255,247.437,2.339,8.116,272.371
"1947","ES",2015,"ES24",17.806,541.487,492.246,6.846,24.282,565.769
"1948","FR",2015,"FRH0",153.489,1373.484,1118.003,NA,101.992,1475.476
"1949","FR",2015,"FRF3",102.149,901.51,733.573,NA,65.788,967.298
"1950","FR",2015,"FRF2",47.676,502.847,427.237,NA,27.934,530.781
"1951","FR",2015,"FRE1",184.756,1486.588,1203.758,NA,98.074,1584.662
"1952","FR",2015,"FRD1",52.714,575.115,470.365,NA,52.036,627.151
"1953","FR",2015,"FRB0",81.655,986.609,820.752,NA,84.202,1070.811
"1954","FR",2015,"FRD2",54.564,718.261,622.663,NA,41.035,759.296
"1955","FR",2015,"FRC1",59.016,637.59,526.854,NA,51.72,689.31
"1956","FR",2015,"FR10",717.997,5260.842,4181.233,NA,361.613,5622.455
"1957","FR",2015,"FRI1",127.505,1338.491,1084.28,NA,126.705,1465.196
"1958","FR",2015,"FRC2",45.783,486.362,400.94,NA,39.639,526.001
"1959","FR",2015,"FRE2",66.612,750.399,640.464,NA,43.324,793.723
"1960","FR",2015,"FRF1",98.563,796.626,655.223,NA,42.84,839.466
"1961","FR",2015,"FRG0",191.482,1521.882,1219.572,NA,110.829,1632.711
"1962","FR",2015,"FRI2",37.707,302.709,246.174,NA,NA,NA
"1963","FR",2015,"FRI3",78.468,717.992,583.548,NA,55.977,773.969
"1964","FR",2015,"FRJ1",98.378,949.82,772.264,NA,79.178,1028.998
"1965","FR",2015,"FRJ2",202.432,1254.039,944.398,NA,107.209,1361.248
"1966","FR",2015,"FRK1",74.016,567.57,456.691,NA,36.863,604.433
"1967","FR",2015,"FRK2",419.189,2737.234,2137.54,NA,180.505,2917.739
"1968","FR",2015,"FRL0",311.238,1856.669,1404.153,NA,140.189,1996.858
"1969","FR",2015,"FRM0",NA,116.564,101.27,NA,NA,NA
"1970","FR",2015,"FRY1",NA,116.85,98.137,NA,NA,NA
"1971","FR",2015,"FRY2",NA,127.81,104.136,NA,NA,NA
"1972","FR",2015,"FRY3",NA,62.69,51.342,NA,NA,NA
"1973","FR",2015,"FRY4",37.731,264.419,207.366,NA,NA,NA
"1974","HR",2015,"HR03",20.408,500.248,473.01,NA,6.831,507.079
"1975","HR",2015,"HR04",29.125,1052.003,1009.785,NA,13.092,1065.095
"1976","IT",2015,"ITF5",1.939,188.818,181.364,NA,5.233,194.051
"1977","IT",2015,"ITF6",5.21,515.21,494.33,NA,14.584,529.794
"1978","IT",2015,"ITH1",2.457,244.632,209.498,NA,32.495,277.127
"1979","IT",2015,"ITG2",5.607,565.001,545.019,NA,14.063,579.064
"1980","IT",2015,"ITF4",11.142,1171.203,1131.083,NA,27.893,1199.096
"1981","IT",2015,"ITC1",22.099,1798.76,1713.249,1.612,61.801,1860.561
"1982","IT",2015,"ITC2",NA,54.828,52.495,NA,1.741,56.569
"1983","IT",2015,"ITC3",6.53,611.598,586.249,NA,18.17,629.768
"1984","IT",2015,"ITC4",40.733,4255.821,4047.045,3.014,165.03,4420.851
"1985","IT",2015,"ITF1",3.306,478.671,461.373,NA,13.665,492.336
"1986","IT",2015,"ITF2",NA,102.023,97.414,NA,3.266,105.289
"1987","IT",2015,"ITF3",15.392,1576.539,1518.691,2.051,40.405,1616.944
"1988","IT",2015,"ITG1",12.384,1352.619,1307.096,2.008,31.131,1383.75
"1989","IT",2015,"ITH2",2.786,232.535,223.277,NA,5.953,238.488
"1990","IT",2015,"ITH3",21.706,2051.431,1965.406,NA,63.294,2114.725
"1991","IT",2015,"ITH4",6.214,495.55,473.245,NA,15.755,511.305
"1992","IT",2015,"ITH5",20.999,1918.318,1823.357,2.582,71.381,1989.699
"1993","IT",2015,"ITI1",12.628,1557.326,1478.568,1.813,64.317,1621.643
"1994","IT",2015,"ITI2",3.476,359.641,343.391,NA,12.451,372.092
"1995","IT",2015,"ITI3",5.827,624.802,596.205,NA,22.644,647.446
"1996","IT",2015,"ITI4",24.438,2308.879,2189.435,1.629,93.377,2402.256
"1997","CY",2015,"CY00",3.969,358.169,348.582,NA,5.618,363.787
"1998","LV",2015,"LV00",8.963,896.07,867.023,NA,19.966,916.036
"1999","LT",2015,"LT01",10.01,397.131,377.593,NA,9.528,406.659
"2000","LT",2015,"LT02",15.718,937.802,889.162,NA,32.922,970.724
"2001","LU",2015,"LU00",48.851,259.538,174.017,1.961,34.709,294.247
"2002","HU",2015,"HU23",19.225,362.566,327.228,NA,15.762,378.328
"2003","HU",2015,"HU31",17.106,452.587,422.684,NA,10.82,463.407
"2004","HU",2015,"HU32",15.834,588.986,558.729,2.902,11.521,600.507
"2005","HU",2015,"HU33",23.626,525.14,481.064,NA,19.78,544.92
"2006","HU",2015,"HU22",23.081,450.131,403.758,NA,22.987,473.118
"2007","HU",2015,"HU11",79.981,803.903,693.383,NA,30.185,834.088
"2008","HU",2015,"HU12",27.478,539.079,489.748,NA,21.806,560.885
"2009","HU",2015,"HU21",19.143,488.107,453.757,NA,15.049,503.156
"2010","MT",2015,"MT00",4.611,198.28,188.186,NA,5.483,203.763
"2011","NL",2015,"NL13",38.821,227.691,153.371,3.179,32.32,260.011
"2012","NL",2015,"NL21",104.512,570.235,389.212,7.488,69.022,639.257
"2013","NL",2015,"NL23",42.709,197.309,124.514,3.195,26.891,224.2
"2014","NL",2015,"NL22",192.812,984.463,647.168,12.123,132.36,1116.823
"2015","NL",2015,"NL32",315.632,1401.64,836.205,25.363,224.44,1626.08
"2016","NL",2015,"NL41",233.994,1242.331,840.554,13.642,154.142,1396.473
"2017","NL",2015,"NL34",26.727,186.742,130.559,3.397,26.058,212.8
"2018","NL",2015,"NL33",380.165,1737.271,1113.856,20.154,223.096,1960.367
"2019","NL",2015,"NL11",50.273,278.478,187.023,3.843,37.339,315.817
"2020","NL",2015,"NL12",49.85,302.29,207.778,3.421,41.241,343.531
"2021","NL",2015,"NL31",171.619,657.814,358.61,8.234,119.352,777.166
"2022","NL",2015,"NL42",92.885,532.721,371.579,5.324,62.934,595.655
"2023","AT",2015,"AT34",21.734,193.579,155.514,NA,16.331,209.91
"2024","AT",2015,"AT12",103.737,798.546,603.893,NA,90.916,889.462
"2025","AT",2015,"AT11",16.216,133.185,104.36,NA,12.609,145.794
"2026","AT",2015,"AT31",78.119,729.936,576.105,NA,75.712,805.648
"2027","AT",2015,"AT32",29.53,271.278,212.646,NA,29.102,300.38
"2028","AT",2015,"AT33",37.78,373.31,294.896,NA,40.634,413.944
"2029","AT",2015,"AT22",65.865,586.078,456.446,NA,63.767,649.845
"2030","AT",2015,"AT21",23.965,255.714,203.005,NA,28.744,284.458
"2031","AT",2015,"AT13",118.806,806.634,607.988,NA,79.839,886.473
"2032","PL",2015,"PL41",102.169,1304.007,1100.681,NA,101.156,1405.163
"2033","PL",2015,"PL21",150.401,1270.088,1024.752,NA,94.934,1365.022
"2034","PL",2015,"PL62",37.678,555.886,490.65,NA,27.558,583.444
"2035","PL",2015,"PL61",109.543,842.824,698.435,NA,34.846,877.67
"2036","PL",2015,"PL52",20.768,390.706,358.981,NA,10.956,401.662
"2037","PL",2015,"PL51",100.407,1131.652,975.352,NA,55.893,1187.545
"2038","PL",2015,"PL22",153.8,1760.768,1510.36,NA,96.608,1857.376
"2039","PL",2015,"PL42",34.648,555.485,487.708,NA,33.128,588.613
"2040","PL",2015,"PL43",28.889,412.767,365.876,NA,18.002,430.769
"2041","PL",2015,"PL63",110.679,995.188,823.93,NA,60.579,1055.767
"2042","PL",2015,"PL71",95.523,1237.535,1065.598,NA,76.413,1313.948
"2043","PL",2015,"PL72",18.965,587.848,556.202,NA,12.682,600.53
"2044","PL",2015,"PL81",98.619,1025.982,868.322,NA,59.041,1085.023
"2045","PL",2015,"PL82",101.129,796.792,660.354,NA,35.31,832.102
"2046","PL",2015,"PL84",66.762,482.425,388.482,NA,27.18,509.605
"2047","PL",2015,"PL91",257.651,1517.786,1144.549,NA,115.586,1633.372
"2048","PL",2015,"PL92",169.414,1215.492,980.523,NA,65.555,1281.047
"2049","PT",2015,"PT30",7.202,110.368,96.178,NA,6.988,117.356
"2050","PT",2015,"PT18",18.477,301.029,265.828,NA,16.724,317.753
"2051","PT",2015,"PT17",142.64,1228.127,1001.813,NA,83.673,1311.8
"2052","PT",2015,"PT11",95.474,1564.084,1375.016,NA,93.593,1657.677
"2053","PT",2015,"PT20",6.301,104.236,93.21,NA,4.725,108.961
"2054","PT",2015,"PT16",71.025,1048.299,907.7,NA,69.575,1117.874
"2055","PT",2015,"PT15",13.921,199.635,172.424,NA,13.29,212.925
"2056","RO",2015,"RO11",NA,1148.518,1139.656,NA,NA,NA
"2057","RO",2015,"RO12",NA,903.523,896.092,NA,NA,NA
"2058","RO",2015,"RO21",NA,1609.602,1600.073,NA,7.39,1616.992
"2059","RO",2015,"RO22",NA,980.368,973.434,NA,NA,NA
"2060","RO",2015,"RO31",NA,1270.247,1259.913,NA,8.891,1279.138
"2061","RO",2015,"RO32",NA,1084.451,1073.594,NA,NA,NA
"2062","RO",2015,"RO41",NA,809.403,807.102,NA,NA,NA
"2063","RO",2015,"RO42",NA,729.274,722.606,NA,NA,NA
"2064","SI",2015,"SI03",33.881,478.441,402.489,NA,42.071,520.512
"2065","SI",2015,"SI04",65.104,438.985,340.947,NA,32.934,471.919
"2066","SK",2015,"SK01",42.383,318.598,249.442,3.727,23.047,341.645
"2067","SK",2015,"SK02",45.824,853.014,776.453,4.712,26.024,879.038
"2068","SK",2015,"SK03",29.215,597.048,541.375,5.177,21.281,618.329
"2069","SK",2015,"SK04",18.285,655.337,622.877,5.499,8.677,664.014
"2070","FI",2015,"FI1D",57.257,540.983,423.466,2.669,57.592,598.575
"2071","FI",2015,"FI1C",54.581,485.681,364.75,3.207,63.143,548.824
"2072","FI",2015,"FI1B",165.05,799.581,528.112,3.21,103.21,902.791
"2073","FI",2015,"FI19",78.512,594.447,434.518,5.924,75.493,669.94
"2074","FI",2015,"FI20",NA,16.12,12.059,NA,2.308,18.428
"2075","SE",2015,"SE22",171.578,691.976,472.135,NA,47.369,739.345
"2076","SE",2015,"SE23",245.194,980.865,684.273,1.16,50.27,1031.135
"2077","SE",2015,"SE21",85.74,410.121,302.814,NA,21.353,431.474
"2078","SE",2015,"SE31",77.585,383.341,286.421,NA,19.081,402.422
"2079","SE",2015,"SE32",38.172,173.376,125.442,NA,9.544,182.92
"2080","SE",2015,"SE33",54.724,244.937,179.986,NA,10.145,255.082
"2081","SE",2015,"SE12",189.336,777.769,544.811,NA,43.015,820.784
"2082","SE",2015,"SE11",387.703,1174.537,703.109,1.524,82.272,1256.809
"2083","UK",2015,"UKM6",45.789,234.931,174.483,NA,12.064,246.995
"2084","UK",2015,"UKM5",56.837,256.281,195.224,NA,NA,NA
"2085","UK",2015,"UKL2",98.102,524.465,407.356,NA,16.693,541.158
"2086","UK",2015,"UKL1",152.06,878.793,694.098,10.468,22.167,900.96
"2087","UK",2015,"UKK4",117.396,563.787,417.263,NA,28.293,592.08
"2088","UK",2015,"UKK2",129.927,620.613,454.565,NA,30.832,651.445
"2089","UK",2015,"UKK3",58.038,250.999,179.389,NA,13.572,264.571
"2090","UK",2015,"UKJ1",293.778,1247.618,861.186,NA,90.729,1338.347
"2091","UK",2015,"UKI6",185.178,648.334,419,NA,37.858,686.192
"2092","UK",2015,"UKI5",120.735,905.237,739.725,NA,44.777,950.014
"2093","UK",2015,"UKK1",326.329,1253.016,857.036,NA,65.262,1318.278
"2094","UK",2015,"UKF1",214.427,1046.739,787.042,NA,43.376,1090.115
"2095","UK",2015,"UKI3",191.111,612.891,390.461,NA,26.48,639.371
"2096","UK",2015,"UKF2",204.608,859.647,624.25,NA,25.297,884.944
"2097","UK",2015,"UKJ4",193.647,855.751,606.136,NA,55.098,910.849
"2098","UK",2015,"UKI4",259.314,1229.002,916.666,NA,44.399,1273.401
"2099","UK",2015,"UKJ3",212.167,980.645,720.188,NA,44.014,1024.659
"2100","UK",2015,"UKH2",209.392,914.326,667.072,NA,36.211,950.537
"2101","UK",2015,"UKG3",120.698,1152.008,988.075,NA,40.791,1192.799
